name,neighborhood,current_price,original_price,reviews_desc,num_reviews,breakfast,free_cancellation,rooms_left,grade,fully_refundable,reserve_now_pay_later,price_after_taxes,checkin_date,checkout_date,TTT,LOS,Snapshot Date,order
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$201,$223,Very,"1,007",No,No,,8.08,No,No,"1,266 total",22/07/2024,27/07/2024,17,5,05/07/2024,69
The Pearl New York,Theater District,$273,$321,Exceptional,"1,384",No,Yes,,9.49,Yes,Yes,"1,755 total",22/07/2024,27/07/2024,17,5,05/07/2024,70
The Washington by LuxUrban,New York,$265,N/A,Very,"1,006",No,Yes,,8.28,Yes,No,"1,539 total",22/07/2024,27/07/2024,17,5,05/07/2024,71
Hyatt Centric Times Square New York,Theater District,$328,$386,Wonderful,"1,552",No,No,,9.29,No,No,"2,103 total",22/07/2024,27/07/2024,17,5,05/07/2024,72
Untitled at 3 Freeman Alley,New York,$252,$255,Wonderful,263,Breakfast included,Yes,,9.29,Yes,No,"1,611 total",22/07/2024,27/07/2024,17,5,05/07/2024,73
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",Chelsea,$211,N/A,Good,"1,000",No,No,8,7.47,No,No,"1,229 total",22/07/2024,27/07/2024,17,5,05/07/2024,74
Hotel Belleclaire,Upper West Side,$261,N/A,Wonderful,"1,707",Breakfast included,Yes,,9.09,Yes,Yes,"1,681 total",22/07/2024,27/07/2024,17,5,05/07/2024,75
Hard Rock Hotel New York,Theater District,$428,$503,Exceptional,"2,645",No,No,,9.49,No,No,"2,700 total",22/07/2024,27/07/2024,17,5,05/07/2024,76
Four Points by Sheraton Manhattan SoHo Village,New York,$254,$299,Very,"1,004",No,Yes,5,8.48,Yes,Yes,"1,476 total",22/07/2024,27/07/2024,17,5,05/07/2024,77
M Social Hotel Times Square New York,Theater District,$281,$312,Wonderful,"4,096",No,No,,9.09,No,No,"1,831 total",22/07/2024,27/07/2024,17,5,05/07/2024,78
Element New York Times Square West,New York,$233,N/A,Very,"1,836",Breakfast included,No,5,8.28,No,No,"1,363 total",22/07/2024,27/07/2024,17,5,05/07/2024,79
Hyatt Place New York City/Times Square,New York,$251,$279,Very,"1,559",Breakfast included,Yes,,8.08,Yes,No,"1,458 total",22/07/2024,27/07/2024,17,5,05/07/2024,80
Moxy NYC Downtown,New York,$235,$277,Excellent,"1,016",No,No,5,8.68,No,No,"1,493 total",22/07/2024,27/07/2024,17,5,05/07/2024,81
LUMA Hotel Times Square,Theater District,$361,$439,Exceptional,"1,223",No,Yes,1,9.69,Yes,No,"2,092 total",22/07/2024,27/07/2024,17,5,05/07/2024,82
Fairfield Inn & Suites New York Manhattan/Times Square South,New York,$271,N/A,Excellent,"1,203",Breakfast included,No,5,8.88,No,No,"1,570 total",22/07/2024,27/07/2024,17,5,05/07/2024,83
New York Marriott Marquis,Theater District,$426,N/A,Wonderful,"2,812",No,Yes,5,9.29,Yes,Yes,"2,689 total",22/07/2024,27/07/2024,17,5,05/07/2024,84
Lotte New York Palace,New York,$490,$613,Excellent,"1,008",No,No,7,8.88,No,No,"2,831 total",22/07/2024,27/07/2024,17,5,05/07/2024,85
RIU Plaza Manhattan Times Square,Theater District,$333,$512,Wonderful,"3,230",No,Yes,1,9.09,Yes,Yes,"2,098 total",22/07/2024,27/07/2024,17,5,05/07/2024,86
"Hotel Indigo NYC Financial District, an IHG Hotel",New York,$229,N/A,Wonderful,391,No,No,,9.29,No,No,"1,334 total",22/07/2024,27/07/2024,17,5,05/07/2024,87
Arlo Midtown,New York,$315,N/A,Wonderful,"5,373",No,No,,9.29,No,No,"1,999 total",22/07/2024,27/07/2024,17,5,05/07/2024,88
70 Park Avenue,New York,$213,N/A,Excellent,"1,004",No,No,7,8.88,No,No,"1,441 total",22/07/2024,27/07/2024,17,5,05/07/2024,89
Wyndham Garden Chinatown,New York,$194,$277,Very,"1,001",No,Yes,1,8.08,Yes,Yes,"1,229 total",22/07/2024,27/07/2024,17,5,05/07/2024,90
The Hotel Chelsea,Chelsea,$438,$498,Exceptional,708,No,Yes,3,9.89,Yes,Yes,"2,532 total",22/07/2024,27/07/2024,17,5,05/07/2024,91
Concorde Hotel New York,New York,$307,$361,Wonderful,"1,001",No,No,,9.09,No,No,"1,979 total",22/07/2024,27/07/2024,17,5,05/07/2024,92
Washington Square Hotel,Greenwich Village,$279,N/A,Wonderful,"1,005",No,Yes,1,9.09,Yes,No,"1,621 total",22/07/2024,27/07/2024,17,5,05/07/2024,93
Hilton Club The Quin New York,Central New York City,$357,N/A,Excellent,"1,003",No,No,,8.88,No,No,"2,069 total",22/07/2024,27/07/2024,17,5,05/07/2024,94
Aloft New York Chelsea,Chelsea,$233,N/A,Wonderful,146,No,No,5,9.29,No,No,"1,352 total",22/07/2024,27/07/2024,17,5,05/07/2024,95
Aloft New York Chelsea,Chelsea,$233,N/A,Wonderful,146,No,No,5,9.29,No,No,"1,352 total",22/07/2024,27/07/2024,17,5,05/07/2024,96
Virgin Hotels New York City,New York,$394,$442,Excellent,"1,501",No,Yes,,8.88,Yes,No,"2,471 total",22/07/2024,27/07/2024,17,5,05/07/2024,97
Aloft Manhattan Downtown - Financial District,New York,$189,N/A,Very,"1,001",No,Yes,3,8.08,Yes,Yes,"1,104 total",22/07/2024,27/07/2024,17,5,05/07/2024,98
Four Points By Sheraton Manhattan Midtown West,New York,$296,N/A,Excellent,"1,003",No,No,,8.88,No,No,"1,716 total",22/07/2024,27/07/2024,17,5,05/07/2024,99
Millennium Downtown New York,New York,$254,$317,Good,"2,347",No,No,,7.47,No,No,"1,673 total",22/07/2024,27/07/2024,17,5,05/07/2024,100
Library Hotel by Library Hotel Collection,New York,$329,$387,Exceptional,"1,002",No,No,1,9.69,No,No,"2,028 total",22/07/2024,27/07/2024,17,5,05/07/2024,101
"Martinique New York on Broadway, Curio Collection by Hilton",New York,$239,N/A,Excellent,"1,170",No,No,,8.88,No,No,"1,616 total",22/07/2024,27/07/2024,17,5,05/07/2024,102
Carnegie Hotel,New York,$263,$309,Exceptional,"1,004",No,Yes,,9.49,Yes,Yes,"1,668 total",22/07/2024,27/07/2024,17,5,05/07/2024,103
Fairfield Inn New York Manhattan/Financial District,New York,$218,$273,Very,"1,015",Breakfast included,Yes,5,8.08,Yes,Yes,"1,271 total",22/07/2024,27/07/2024,17,5,05/07/2024,104
Hotel Mulberry,New York,$213,N/A,Wonderful,"1,000",No,Yes,1,9.09,Yes,No,"1,240 total",22/07/2024,27/07/2024,17,5,05/07/2024,105
The Luxury Collection Hotel Manhattan Midtown,New York,$404,N/A,Excellent,"1,002",No,No,5,8.68,No,No,"2,546 total",22/07/2024,27/07/2024,17,5,05/07/2024,106
The Standard East Village,New York,$297,$359,Wonderful,"1,002",No,Yes,,9.09,Yes,No,"1,897 total",22/07/2024,27/07/2024,17,5,05/07/2024,107
Archer Hotel New York,Central New York City,$338,N/A,Wonderful,"1,004",No,No,,9.29,No,No,"1,954 total",22/07/2024,27/07/2024,17,5,05/07/2024,108
Ace Hotel New York,New York,$278,$327,Very,"1,006",No,Yes,,8.28,Yes,Yes,"1,813 total",22/07/2024,27/07/2024,17,5,05/07/2024,109
Hampton Inn Manhattan/Times Square Central,Theater District,$295,N/A,Wonderful,"1,628",Breakfast included,No,,9.09,No,No,"1,709 total",22/07/2024,27/07/2024,17,5,05/07/2024,110
Hotel Edison Times Square,Theater District,$239,N/A,Very,"4,287",No,Yes,,8.08,Yes,Yes,"1,619 total",22/07/2024,27/07/2024,17,5,05/07/2024,111
Madison LES Hotel,New York,$177,N/A,Very,725,Breakfast included,No,,8.08,No,No,"1,149 total",22/07/2024,27/07/2024,17,5,05/07/2024,112
SIXTY Lower East Side,New York,$267,$307,Good,"1,004",No,Yes,,7.47,Yes,Yes,"1,550 total",22/07/2024,27/07/2024,17,5,05/07/2024,113
Hotel Hendricks,Central New York City,$220,$244,Very,"1,060",No,Yes,,8.48,Yes,Yes,"1,490 total",22/07/2024,27/07/2024,17,5,05/07/2024,114
"The Pierre, A Taj Hotel, New York",New York,$500,$625,Wonderful,"1,002",No,Yes,2,9.29,Yes,Yes,"3,058 total",22/07/2024,27/07/2024,17,5,05/07/2024,115
"Hotel 50 Bowery, part of JdV by Hyatt",New York,$241,$268,Wonderful,"1,007",No,Yes,,9.09,Yes,No,"1,576 total",22/07/2024,27/07/2024,17,5,05/07/2024,116
Hampton Inn Manhattan Grand Central,New York,$254,N/A,Excellent,"1,168",Breakfast included,No,1,8.68,No,No,"1,474 total",22/07/2024,27/07/2024,17,5,05/07/2024,117
DoubleTree by Hilton New York Times Square West,New York,$209,N/A,Good,"1,318",No,No,,7.27,No,No,"1,215 total",22/07/2024,27/07/2024,17,5,05/07/2024,118
Walker Hotel Tribeca,New York,$240,N/A,Excellent,638,No,Yes,,8.68,Yes,Yes,"1,568 total",22/07/2024,27/07/2024,17,5,05/07/2024,119
Hyatt House New York/Chelsea,Chelsea,$288,$320,Excellent,"1,003",Breakfast included,Yes,,8.88,Yes,No,"1,688 total",22/07/2024,27/07/2024,17,5,05/07/2024,120
Best Western Plus Soho Hotel,New York,$229,N/A,Wonderful,146,Breakfast included,No,,9.29,No,No,"1,330 total",22/07/2024,27/07/2024,17,5,05/07/2024,121
The Renwick,New York,$262,$291,Excellent,"1,007",No,Yes,,8.88,Yes,Yes,"1,721 total",22/07/2024,27/07/2024,17,5,05/07/2024,122
Fairfield Inn by Marriott New York Manhattan/Times Square,New York,$271,N/A,Excellent,"1,124",Breakfast included,No,5,8.88,No,No,"1,573 total",22/07/2024,27/07/2024,17,5,05/07/2024,123
Warwick New York,Central New York City,$271,$279,Excellent,"1,459",No,Yes,,8.68,Yes,No,"1,742 total",22/07/2024,27/07/2024,17,5,05/07/2024,124
Hotel Beacon,Upper West Side,$437,$624,Wonderful,"1,040",No,No,,9.29,No,No,"2,534 total",22/07/2024,27/07/2024,17,5,05/07/2024,125
The Hotel @ Fifth Avenue,New York,$215,$261,Good,"1,219",No,Yes,,7.87,Yes,No,"1,379 total",22/07/2024,27/07/2024,17,5,05/07/2024,126
Pod 51,New York,$198,$233,Very,"1,330",No,Yes,,8.08,Yes,Yes,"1,269 total",22/07/2024,27/07/2024,17,5,05/07/2024,127
AC Hotel by Marriott New York Downtown,New York,$281,N/A,Wonderful,"1,002",No,No,2,9.09,No,No,"1,628 total",22/07/2024,27/07/2024,17,5,05/07/2024,128
The Westin New York at Times Square,Theater District,$325,N/A,Excellent,"4,323",No,Yes,5,8.88,Yes,Yes,"2,056 total",22/07/2024,27/07/2024,17,5,05/07/2024,129
45 Times Square Hotel,Theater District,$258,$304,Excellent,"1,268",No,Yes,,8.68,Yes,Yes,"1,586 total",22/07/2024,27/07/2024,17,5,05/07/2024,130
Residence Inn by Marriott New York Downtown Manhattan/Financial District,New York,$247,$291,Very,494,Breakfast included,Yes,5,8.48,Yes,Yes,"1,437 total",22/07/2024,27/07/2024,17,5,05/07/2024,131
Hilton Club West 57th Street New York,New York,$302,$359,Exceptional,349,No,Yes,8,9.49,Yes,Yes,"1,748 total",22/07/2024,27/07/2024,17,5,05/07/2024,132
Moxy NYC Lower East Side,New York,$307,N/A,Excellent,986,No,No,5,8.88,No,No,"1,929 total",22/07/2024,27/07/2024,17,5,05/07/2024,133
The Times Square EDITION,Theater District,$345,N/A,Wonderful,976,No,No,5,9.29,No,No,"2,173 total",22/07/2024,27/07/2024,17,5,05/07/2024,134
DoubleTree by Hilton Hotel New York City - Chelsea,Chelsea,$265,$287,Good,"1,049",No,Yes,,7.87,Yes,Yes,"1,536 total",22/07/2024,27/07/2024,17,5,05/07/2024,135
Kixby,New York,$257,N/A,Wonderful,"1,012",No,Yes,,9.29,Yes,Yes,"1,662 total",22/07/2024,27/07/2024,17,5,05/07/2024,136
SpringHill Suites by Marriott New York Manhattan/Times Square South,New York,$264,N/A,Very,"1,420",Breakfast included,Yes,5,8.48,Yes,Yes,"1,540 total",22/07/2024,27/07/2024,17,5,05/07/2024,137
The Moore,Chelsea,$272,$366,Wonderful,241,No,Yes,7,9.29,Yes,No,"1,742 total",22/07/2024,27/07/2024,17,5,05/07/2024,138
Hyatt Place New York/Chelsea,Chelsea,$309,$343,Very,"1,358",Breakfast included,Yes,1,8.28,Yes,No,"1,789 total",22/07/2024,27/07/2024,17,5,05/07/2024,139
Wingate by Wyndham New York Midtown South/5th Ave,New York,$246,N/A,Excellent,"1,001",Breakfast included,No,1,8.68,No,No,"1,430 total",22/07/2024,27/07/2024,17,5,05/07/2024,140
"Holiday Inn Express New York City Times Square, an IHG Hotel",New York,$207,$283,N/A,"1,005",Breakfast included,Yes,,6.86,Yes,Yes,"1,289 total",22/07/2024,27/07/2024,17,5,05/07/2024,141
"The Chatwal, In The Unbound Collection By Hyatt",Theater District,$598,$748,Exceptional,552,No,Yes,,9.49,Yes,No,"3,450 total",22/07/2024,27/07/2024,17,5,05/07/2024,142
Placemakr Wall Street,New York,$311,N/A,Wonderful,426,No,No,,9.29,No,No,"1,802 total",22/07/2024,27/07/2024,17,5,05/07/2024,143
Arthouse Hotel New York City,Upper West Side,$266,N/A,Excellent,"1,272",No,No,,8.68,No,No,"1,765 total",22/07/2024,27/07/2024,17,5,05/07/2024,144
Pestana CR7 Times Square,New York,$213,$236,Excellent,678,No,Yes,,8.88,Yes,Yes,"1,375 total",22/07/2024,27/07/2024,17,5,05/07/2024,145
JG Sohotel,SoHo,$219,N/A,Excellent,241,No,Yes,,8.68,Yes,No,"1,380 total",22/07/2024,27/07/2024,17,5,05/07/2024,146
New York Hilton Midtown,Central New York City,$295,N/A,Very,"1,963",No,No,,8.08,No,No,"1,913 total",22/07/2024,27/07/2024,17,5,05/07/2024,147
Hotel Giraffe by Library Hotel Collection,New York,$351,$369,Exceptional,"1,003",No,Yes,,9.69,Yes,Yes,"2,154 total",22/07/2024,27/07/2024,17,5,05/07/2024,148
Tuscany by LuxUrban,New York,$276,N/A,Very,"1,009",No,Yes,,8.48,Yes,No,"1,602 total",22/07/2024,27/07/2024,17,5,05/07/2024,149
The Lombardy Hotel,New York,$361,$425,Excellent,"1,001",No,Yes,,8.88,Yes,Yes,"2,165 total",22/07/2024,27/07/2024,17,5,05/07/2024,150
Hilton Garden Inn New York/Central Park South-Midtown West,Theater District,$259,N/A,Good,"1,481",No,No,,7.67,No,No,"1,523 total",22/07/2024,27/07/2024,17,5,05/07/2024,151
"The Beekman, A Thompson Hotel, by Hyatt",New York,$433,$509,Exceptional,999,No,No,1,9.49,No,No,"2,729 total",22/07/2024,27/07/2024,17,5,05/07/2024,152
Made Hotel,New York,$343,N/A,Wonderful,324,No,No,6,9.29,No,No,"2,157 total",22/07/2024,27/07/2024,17,5,05/07/2024,153
Hotel AKA NoMad,New York,$326,$351,Excellent,"1,004",No,No,,8.68,No,No,"2,091 total",22/07/2024,27/07/2024,17,5,05/07/2024,154
Fitzpatrick Manhattan Hotel,New York,$270,N/A,Wonderful,"1,004",No,Yes,2,9.09,Yes,Yes,"1,710 total",22/07/2024,27/07/2024,17,5,05/07/2024,155
N/A,N/A,N/A,N/A,N/A,N/A,No,No,,N/A,No,No,N/A,23/07/2024,24/07/2024,18,1,05/07/2024,1
Penny Williamsburg,Williamsburg,$220,$259,Exceptional,516,No,No,,9.69,No,No,293 total,23/07/2024,24/07/2024,18,1,05/07/2024,2
Radio Hotel,New York,$205,N/A,Excellent,"1,754",No,Yes,,8.68,Yes,No,239 total,23/07/2024,24/07/2024,18,1,05/07/2024,3
The Hotel Chelsea,Chelsea,$405,$450,Exceptional,708,No,Yes,3,9.89,Yes,Yes,468 total,23/07/2024,24/07/2024,18,1,05/07/2024,4
"PUBLIC, an Ian Schrager hotel",New York,$399,N/A,Very,"2,614",No,Yes,,8.28,Yes,Yes,507 total,23/07/2024,24/07/2024,18,1,05/07/2024,5
Pod Times Square,New York,$179,N/A,Excellent,"4,179",No,No,,8.88,No,No,232 total,23/07/2024,24/07/2024,18,1,05/07/2024,6
Doubletree by Hilton New York Times Square South,New York,$278,N/A,Excellent,"3,772",No,No,,8.88,No,No,322 total,23/07/2024,24/07/2024,18,1,05/07/2024,7
Hotel St. James,Theater District,$242,$269,Excellent,"4,404",No,No,,8.68,No,No,281 total,23/07/2024,24/07/2024,18,1,05/07/2024,8
"Holiday Inn New York City - Times Square, an IHG Hotel",New York,$220,N/A,Very,"1,454",No,No,7,8.28,No,No,256 total,23/07/2024,24/07/2024,18,1,05/07/2024,9
Moxy Brooklyn Willamsburg,Williamsburg,$300,N/A,Excellent,424,No,Yes,,8.88,Yes,Yes,373 total,23/07/2024,24/07/2024,18,1,05/07/2024,10
Chelsea Inn,New York,$166,N/A,Very,"1,006",No,No,,8.08,No,No,217 total,23/07/2024,24/07/2024,18,1,05/07/2024,11
"Club Quarters Hotel, Grand Central",New York,$266,N/A,Excellent,"1,996",No,No,,8.68,No,No,337 total,23/07/2024,24/07/2024,18,1,05/07/2024,12
Tempo by Hilton New York Times Square,Theater District,$354,N/A,Exceptional,"2,643",No,No,1,9.49,No,No,450 total,23/07/2024,24/07/2024,18,1,05/07/2024,13
45 Times Square Hotel,Theater District,$270,N/A,Excellent,"1,268",No,Yes,,8.68,Yes,Yes,331 total,23/07/2024,24/07/2024,18,1,05/07/2024,14
Chelsea Savoy Hotel,Chelsea,$234,$275,Excellent,"1,962",Breakfast included,Yes,,8.68,Yes,Yes,272 total,23/07/2024,24/07/2024,18,1,05/07/2024,15
"The Cloud One New York-Downtown, by the Motel One Group",New York,$249,N/A,Excellent,625,No,Yes,,8.88,Yes,No,289 total,23/07/2024,24/07/2024,18,1,05/07/2024,16
Courtyard New York Manhattan/Times Square West,New York,$287,$359,Wonderful,"1,011",No,No,,9.09,No,No,333 total,23/07/2024,24/07/2024,18,1,05/07/2024,17
Hotel Stanford,New York,$265,$280,Excellent,100,No,Yes,,8.88,Yes,No,308 total,23/07/2024,24/07/2024,18,1,05/07/2024,18
Aura Hotel Times Square,Theater District,$223,$279,Excellent,73,No,Yes,,8.88,Yes,Yes,295 total,23/07/2024,24/07/2024,18,1,05/07/2024,19
"Club Quarters, Times Square - Midtown",Central New York City,$280,N/A,Excellent,"2,626",No,No,,8.68,No,No,353 total,23/07/2024,24/07/2024,18,1,05/07/2024,20
The Flat NYC,New York,$174,$217,Excellent,292,No,No,1,8.68,No,No,203 total,23/07/2024,24/07/2024,18,1,05/07/2024,21
Hilton Garden Inn New York Times Square South,New York,$300,N/A,Wonderful,"3,172",No,No,2,9.09,No,No,347 total,23/07/2024,24/07/2024,18,1,05/07/2024,22
Pod 39,New York,$188,N/A,Excellent,"1,530",No,No,,8.88,No,No,242 total,23/07/2024,24/07/2024,18,1,05/07/2024,23
The Ridge Hotel,New York,$185,$195,Very,"1,001",No,No,,8.08,No,No,238 total,23/07/2024,24/07/2024,18,1,05/07/2024,24
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,New York,$224,N/A,Excellent,"1,660",No,No,,8.88,No,No,261 total,23/07/2024,24/07/2024,18,1,05/07/2024,25
World Center Hotel,New York,$251,N/A,Excellent,"2,047",No,No,,8.88,No,No,320 total,23/07/2024,24/07/2024,18,1,05/07/2024,26
Ameritania Hotel at Times Square,Theater District,$261,$275,Excellent,"3,132",No,No,,8.68,No,No,326 total,23/07/2024,24/07/2024,18,1,05/07/2024,27
Empire Hotel,New York,$208,$231,Good,"3,727",No,No,,7.67,No,No,288 total,23/07/2024,24/07/2024,18,1,05/07/2024,28
Hyatt Grand Central New York,New York,$305,$359,Very,"3,726",No,Yes,8,8.08,Yes,No,400 total,23/07/2024,24/07/2024,18,1,05/07/2024,29
Madison LES Hotel,New York,$170,N/A,Very,725,Breakfast included,No,,8.08,No,No,222 total,23/07/2024,24/07/2024,18,1,05/07/2024,30
Hyatt House Jersey City,Jersey City,$309,$343,Excellent,"1,299",Breakfast included,Yes,,8.68,Yes,No,360 total,23/07/2024,24/07/2024,18,1,05/07/2024,31
Westgate New York Grand Central,New York,$245,$278,Wonderful,"1,704",No,No,,9.09,No,No,325 total,23/07/2024,24/07/2024,18,1,05/07/2024,32
Soho 54,New York,$229,N/A,Good,"1,044",No,Yes,,7.47,Yes,Yes,301 total,23/07/2024,24/07/2024,18,1,05/07/2024,33
The Lucerne Hotel,Upper West Side,$249,N/A,Wonderful,"1,622",No,Yes,1,9.29,Yes,No,289 total,23/07/2024,24/07/2024,18,1,05/07/2024,34
Hotel Mulberry,New York,$209,N/A,Wonderful,"1,000",No,Yes,2,9.09,Yes,No,243 total,23/07/2024,24/07/2024,18,1,05/07/2024,35
Washington Square Hotel,Greenwich Village,$280,N/A,Wonderful,"1,005",No,Yes,,9.09,Yes,No,325 total,23/07/2024,24/07/2024,18,1,05/07/2024,36
"The Jewel Hotel, New York",Central New York City,$315,N/A,Wonderful,"2,042",No,Yes,,9.29,Yes,Yes,394 total,23/07/2024,24/07/2024,18,1,05/07/2024,37
The Gregorian,New York,$237,$279,Wonderful,"1,263",No,No,8,9.29,No,No,316 total,23/07/2024,24/07/2024,18,1,05/07/2024,38
Radio City Apartments,Theater District,$244,$272,Excellent,"3,585",No,Yes,1,8.88,Yes,No,284 total,23/07/2024,24/07/2024,18,1,05/07/2024,39
The Hotel Chelsea,Chelsea,$405,$450,Exceptional,708,No,Yes,3,9.89,Yes,Yes,468 total,23/07/2024,24/07/2024,18,1,05/07/2024,40
Hilton Garden Inn New York/Times Square Central,Theater District,$229,$254,Very,"1,859",No,No,,8.28,No,No,296 total,23/07/2024,24/07/2024,18,1,05/07/2024,41
The FIDI Hotel,New York,$206,$259,Excellent,417,No,No,1,8.88,No,No,275 total,23/07/2024,24/07/2024,18,1,05/07/2024,42
The Washington by LuxUrban,New York,$270,N/A,Very,"1,006",No,Yes,,8.28,Yes,No,313 total,23/07/2024,24/07/2024,18,1,05/07/2024,43
Best Western Premier Empire State Hotel,New York,$263,N/A,Wonderful,689,No,No,1,9.09,No,No,305 total,23/07/2024,24/07/2024,18,1,05/07/2024,44
The Wallace,Upper West Side,$319,N/A,Exceptional,871,No,Yes,3,9.89,Yes,Yes,370 total,23/07/2024,24/07/2024,18,1,05/07/2024,45
"EVEN Hotel New York - Midtown East, an IHG Hotel",New York,$220,N/A,Excellent,"1,187",No,No,,8.88,No,No,285 total,23/07/2024,24/07/2024,18,1,05/07/2024,46
RIU Plaza Manhattan Times Square,Theater District,$309,$475,Wonderful,"3,230",No,Yes,1,9.09,Yes,Yes,392 total,23/07/2024,24/07/2024,18,1,05/07/2024,47
Park Terrace Hotel,Central New York City,$374,N/A,Exceptional,"1,316",No,No,,9.49,No,No,473 total,23/07/2024,24/07/2024,18,1,05/07/2024,48
citizenM New York Times Square,Theater District,$345,N/A,Wonderful,"1,075",No,Yes,,9.29,Yes,Yes,399 total,23/07/2024,24/07/2024,18,1,05/07/2024,49
"voco Fiorello - LaGuardia East, an IHG Hotel",Queens,$254,N/A,Very,267,No,No,1,8.48,No,No,295 total,23/07/2024,24/07/2024,18,1,05/07/2024,50
Hyatt Regency JFK Airport at Resorts World New York,Queens,$237,N/A,Excellent,678,No,Yes,5,8.68,Yes,No,304 total,23/07/2024,24/07/2024,18,1,05/07/2024,51
YOTEL New York Times Square,New York,$223,$279,Good,"2,301",No,Yes,,7.47,Yes,Yes,305 total,23/07/2024,24/07/2024,18,1,05/07/2024,52
"Club Quarters Hotel, World Trade Center",New York,$251,N/A,Excellent,"1,415",No,No,,8.68,No,No,320 total,23/07/2024,24/07/2024,18,1,05/07/2024,53
Broadway Plaza Hotel,New York,$332,$369,Wonderful,"1,524",No,No,2,9.29,No,No,396 total,23/07/2024,24/07/2024,18,1,05/07/2024,54
The New Yorker A Wyndham Hotel,New York,$256,N/A,Very,"4,647",No,Yes,,8.28,Yes,Yes,331 total,23/07/2024,24/07/2024,18,1,05/07/2024,55
Pod 51,New York,$170,N/A,Very,"1,330",No,No,,8.08,No,No,222 total,23/07/2024,24/07/2024,18,1,05/07/2024,56
JG Sohotel,SoHo,$219,N/A,Excellent,241,No,Yes,,8.68,Yes,No,276 total,23/07/2024,24/07/2024,18,1,05/07/2024,57
Kixby,New York,$245,N/A,Wonderful,"1,012",No,No,,9.29,No,No,319 total,23/07/2024,24/07/2024,18,1,05/07/2024,58
Wingate by Wyndham New York Midtown South/5th Ave,New York,$260,N/A,Excellent,"1,001",Breakfast included,No,4,8.68,No,No,301 total,23/07/2024,24/07/2024,18,1,05/07/2024,59
Hilton Club The Quin New York,Central New York City,$449,N/A,Excellent,"1,003",No,No,2,8.88,No,No,519 total,23/07/2024,24/07/2024,18,1,05/07/2024,60
Arlo Midtown,New York,$359,$399,Wonderful,"5,373",No,No,,9.29,No,No,450 total,23/07/2024,24/07/2024,18,1,05/07/2024,61
Sheraton New York Times Square Hotel,Theater District,$288,N/A,Good,"2,263",No,No,5,7.87,No,No,364 total,23/07/2024,24/07/2024,18,1,05/07/2024,62
Westgate New York Grand Central,New York,$245,$278,Wonderful,"1,704",No,No,,9.09,No,No,325 total,23/07/2024,24/07/2024,18,1,05/07/2024,63
Wingate by Wyndham New York Midtown South/5th Ave,New York,$260,N/A,Excellent,"1,001",Breakfast included,No,4,8.68,No,No,301 total,23/07/2024,24/07/2024,18,1,05/07/2024,64
Hotel 32 32,New York,$221,$294,Very,"1,643",No,No,,8.08,No,No,291 total,23/07/2024,24/07/2024,18,1,05/07/2024,65
Hotel Boutique at Grand Central,New York,$266,N/A,Excellent,"1,066",No,No,,8.68,No,No,337 total,23/07/2024,24/07/2024,18,1,05/07/2024,66
Hilton Garden Inn New York/Central Park South-Midtown West,Theater District,$269,N/A,Good,"1,481",No,No,1,7.67,No,No,316 total,23/07/2024,24/07/2024,18,1,05/07/2024,67
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",Chelsea,$224,N/A,Good,"1,000",No,No,,7.47,No,No,261 total,23/07/2024,24/07/2024,18,1,05/07/2024,68
Hotel Beacon,Upper West Side,$419,$599,Wonderful,"1,040",No,No,,9.29,No,No,487 total,23/07/2024,24/07/2024,18,1,05/07/2024,69
Best Western Plus Soho Hotel,New York,$243,N/A,Wonderful,146,Breakfast included,No,,9.29,No,No,282 total,23/07/2024,24/07/2024,18,1,05/07/2024,70
Artezen Hotel,New York,$332,$369,Exceptional,"1,348",No,No,1,9.69,No,No,401 total,23/07/2024,24/07/2024,18,1,05/07/2024,71
NobleDEN Hotel,New York,$349,N/A,Exceptional,"1,008",No,No,,9.89,No,No,403 total,23/07/2024,24/07/2024,18,1,05/07/2024,72
Motto By Hilton New York City Times Square,Theater District,$220,N/A,Wonderful,895,No,No,,9.09,No,No,290 total,23/07/2024,24/07/2024,18,1,05/07/2024,73
The Belvedere Hotel,New York,$249,N/A,Excellent,"3,539",No,Yes,,8.68,Yes,Yes,314 total,23/07/2024,24/07/2024,18,1,05/07/2024,74
Hotel Belleclaire,Upper West Side,$289,N/A,Wonderful,"1,707",Breakfast included,Yes,,9.09,Yes,Yes,368 total,23/07/2024,24/07/2024,18,1,05/07/2024,75
citizenM New York Bowery,New York,$344,N/A,Wonderful,"1,145",No,Yes,,9.29,Yes,Yes,398 total,23/07/2024,24/07/2024,18,1,05/07/2024,76
Comfort Inn Manhattan - Midtown West,New York,$224,N/A,Good,"1,203",Breakfast included,No,1,7.47,No,No,261 total,23/07/2024,24/07/2024,18,1,05/07/2024,77
"Holiday Inn NYC - Lower East Side, an IHG Hotel",New York,$206,N/A,Excellent,"1,002",No,No,,8.68,No,No,240 total,23/07/2024,24/07/2024,18,1,05/07/2024,78
70 Park Avenue,New York,$254,N/A,Excellent,"1,004",No,No,7,8.88,No,No,335 total,23/07/2024,24/07/2024,18,1,05/07/2024,79
