name,neighborhood,current_price,original_price,reviews_desc,num_reviews,breakfast,free_cancellation,rooms_left,grade,fully_refundable,reserve_now_pay_later,price_after_taxes,checkin_date,checkout_date,TTT,LOS,Snapshot Date,order
Hampton Inn Manhattan-35th St/Empire State Bldg,New York,$235,N/A,Excellent,"1,008",Breakfast included,Yes,,8.68,Yes,Yes,"1,094 total",19/07/2024,23/07/2024,12,4,07/07/2024,120
"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",New York,$184,N/A,Wonderful,891,No,No,3,9.09,No,No,998 total,19/07/2024,23/07/2024,12,4,07/07/2024,121
"Crowne Plaza Times Square Manhattan, an IHG Hotel",Theater District,$248,N/A,Very,"2,160",No,No,,8.28,No,No,"1,321 total",19/07/2024,23/07/2024,12,4,07/07/2024,122
Millennium Hotel Broadway Times Square,Theater District,$231,$272,Good,"5,946",No,Yes,,7.47,Yes,Yes,"1,211 total",19/07/2024,23/07/2024,12,4,07/07/2024,123
Warwick New York,Central New York City,$248,$255,Excellent,"1,463",No,Yes,,8.68,Yes,No,"1,288 total",19/07/2024,23/07/2024,12,4,07/07/2024,124
Fairfield Inn by Marriott New York Manhattan/Times Square,New York,$254,N/A,Excellent,"1,128",Breakfast included,No,5,8.88,No,No,"1,178 total",19/07/2024,23/07/2024,12,4,07/07/2024,125
The Times Square EDITION,Theater District,$292,N/A,Wonderful,979,No,No,5,9.29,No,No,"1,495 total",19/07/2024,23/07/2024,12,4,07/07/2024,126
"The Pierre, A Taj Hotel, New York",New York,$446,$603,Wonderful,"1,002",No,Yes,,9.29,Yes,Yes,"2,200 total",19/07/2024,23/07/2024,12,4,07/07/2024,127
Courtyard by Marriott New York World Trade Center Area,New York,$215,N/A,Excellent,555,No,Yes,5,8.88,Yes,Yes,"1,001 total",19/07/2024,23/07/2024,12,4,07/07/2024,128
New York Marriott Marquis,Theater District,$411,N/A,Wonderful,"2,828",No,Yes,5,9.29,Yes,Yes,"2,085 total",19/07/2024,23/07/2024,12,4,07/07/2024,129
TownePlace Suites by Marriott New York Manhattan/Chelsea,Chelsea,$213,N/A,Very,361,Breakfast included,Yes,,8.28,Yes,Yes,992 total,19/07/2024,23/07/2024,12,4,07/07/2024,130
"Kimpton Hotel Theta, an IHG Hotel",Theater District,$221,N/A,Wonderful,427,No,No,,9.09,No,No,"1,216 total",19/07/2024,23/07/2024,12,4,07/07/2024,131
Courtyard by Marriott New York Manhattan/Times Square,New York,$257,N/A,Excellent,"1,003",No,No,,8.68,No,No,"1,194 total",19/07/2024,23/07/2024,12,4,07/07/2024,132
The James New York - NoMad,New York,$228,$241,Very,"1,007",No,No,,8.48,No,No,"1,260 total",19/07/2024,23/07/2024,12,4,07/07/2024,133
Hampton Inn Manhattan Grand Central,New York,$229,N/A,Excellent,"1,172",Breakfast included,No,4,8.68,No,No,"1,064 total",19/07/2024,23/07/2024,12,4,07/07/2024,134
The Pearl New York,Theater District,$276,$307,Exceptional,"1,387",No,Yes,,9.49,Yes,Yes,"1,418 total",19/07/2024,23/07/2024,12,4,07/07/2024,135
Park Lane New York,Central New York City,$357,$452,Excellent,931,No,No,,8.68,No,No,"1,876 total",19/07/2024,23/07/2024,12,4,07/07/2024,136
Courtyard by Marriott New York Manhattan/Midtown West,New York,$281,N/A,Wonderful,"1,023",No,No,1,9.09,No,No,"1,305 total",19/07/2024,23/07/2024,12,4,07/07/2024,137
The Solita Soho Hotel,New York,$188,$222,Good,"1,005",No,Yes,,7.87,Yes,Yes,970 total,19/07/2024,23/07/2024,12,4,07/07/2024,138
"Hotel 50 Bowery, part of JdV by Hyatt",New York,$222,$246,Wonderful,"1,008",No,Yes,,9.09,Yes,No,"1,171 total",19/07/2024,23/07/2024,12,4,07/07/2024,139
JG Sohotel,SoHo,$204,N/A,Excellent,242,No,Yes,,8.68,Yes,No,"1,038 total",19/07/2024,23/07/2024,12,4,07/07/2024,140
"The Beekman, A Thompson Hotel, by Hyatt",New York,$361,$425,Exceptional,"1,000",No,No,2,9.49,No,No,"1,856 total",19/07/2024,23/07/2024,12,4,07/07/2024,141
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",Chelsea,$226,N/A,Good,"1,000",No,No,,7.47,No,No,"1,050 total",19/07/2024,23/07/2024,12,4,07/07/2024,142
Ace Hotel New York,New York,$250,$294,Very,"1,008",No,Yes,,8.28,Yes,Yes,"1,322 total",19/07/2024,23/07/2024,12,4,07/07/2024,143
The Hotel @ Fifth Avenue,New York,$211,$234,Good,"1,222",No,Yes,,7.87,Yes,Yes,"1,081 total",19/07/2024,23/07/2024,12,4,07/07/2024,144
"Holiday Inn Express Manhattan Times Square South, an IHG Hotel",New York,$233,N/A,Very,"1,010",Breakfast included,No,,8.28,No,No,"1,081 total",19/07/2024,23/07/2024,12,4,07/07/2024,145
Untitled at 3 Freeman Alley,New York,$251,$254,Wonderful,265,Breakfast included,Yes,,9.29,Yes,No,"1,284 total",19/07/2024,23/07/2024,12,4,07/07/2024,146
"Holiday Inn Express - New York City Chelsea, an IHG Hotel",Chelsea,$202,N/A,Very,"1,019",Breakfast included,No,,8.08,No,No,"1,033 total",19/07/2024,23/07/2024,12,4,07/07/2024,147
Kixby,New York,$223,N/A,Wonderful,"1,015",No,No,,9.29,No,No,"1,175 total",19/07/2024,23/07/2024,12,4,07/07/2024,148
Library Hotel by Library Hotel Collection,New York,$295,$347,Exceptional,"1,002",No,No,4,9.69,No,No,"1,468 total",19/07/2024,23/07/2024,12,4,07/07/2024,149
Hotel 32 32,New York,$213,$285,Very,"1,645",No,No,,8.08,No,No,"1,131 total",19/07/2024,23/07/2024,12,4,07/07/2024,150
Freehand New York,New York,$196,$202,Very,"1,066",No,No,,8.28,No,No,"1,077 total",19/07/2024,23/07/2024,12,4,07/07/2024,151
Hotel Edison Times Square,Theater District,$231,N/A,Very,"4,297",No,Yes,,8.08,Yes,Yes,"1,256 total",19/07/2024,23/07/2024,12,4,07/07/2024,152
"voco Times Square South New York, an IHG Hotel",New York,$207,N/A,Excellent,"1,034",No,No,1,8.68,No,No,"1,080 total",19/07/2024,23/07/2024,12,4,07/07/2024,153
Hampton Inn New York Times Square,Theater District,$269,N/A,Very,"1,236",Breakfast included,Yes,,8.28,Yes,Yes,"1,249 total",19/07/2024,23/07/2024,12,4,07/07/2024,154
N/A,N/A,N/A,N/A,N/A,N/A,No,No,,N/A,No,No,N/A,19/07/2024,24/07/2024,12,5,07/07/2024,5
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$191,$212,Very,"1,010",No,No,,8.08,No,No,"1,198 total",19/07/2024,24/07/2024,12,5,07/07/2024,6
Arlo Midtown,New York,$235,N/A,Wonderful,"5,386",No,No,,9.29,No,No,"1,539 total",19/07/2024,24/07/2024,12,5,07/07/2024,7
Sonder Duane Street,New York,$238,$265,Very,737,No,Yes,1,8.48,Yes,No,"1,384 total",19/07/2024,24/07/2024,12,5,07/07/2024,8
"PUBLIC, an Ian Schrager hotel",New York,$337,$381,Very,"2,625",No,Yes,,8.28,Yes,Yes,"2,182 total",19/07/2024,24/07/2024,12,5,07/07/2024,9
Hotel Boutique at Grand Central,New York,$178,$254,Excellent,"1,075",No,Yes,,8.68,Yes,Yes,"1,180 total",19/07/2024,24/07/2024,12,5,07/07/2024,10
Hyatt Grand Central New York,New York,$195,$229,Very,"3,749",No,Yes,1,8.08,Yes,No,"1,364 total",19/07/2024,24/07/2024,12,5,07/07/2024,11
"Club Quarters, Times Square - Midtown",Central New York City,$218,$256,Excellent,"2,641",No,Yes,,8.68,Yes,Yes,"1,410 total",19/07/2024,24/07/2024,12,5,07/07/2024,12
Hotel Stanford,New York,$230,N/A,Excellent,101,No,Yes,,8.88,Yes,Yes,"1,337 total",19/07/2024,24/07/2024,12,5,07/07/2024,13
Sonesta Simply Suites Jersey City,Jersey City,$224,$279,Excellent,"1,005",No,No,,8.68,No,No,"1,303 total",19/07/2024,24/07/2024,12,5,07/07/2024,14
"Club Quarters Hotel, Grand Central",New York,$216,$254,Excellent,"2,008",No,Yes,,8.68,Yes,Yes,"1,399 total",19/07/2024,24/07/2024,12,5,07/07/2024,15
"The Jewel Hotel, New York",Central New York City,$244,$287,Wonderful,"2,046",No,Yes,,9.29,Yes,Yes,"1,561 total",19/07/2024,24/07/2024,12,5,07/07/2024,16
Pod Times Square,New York,$152,$179,Excellent,"4,189",No,Yes,3,8.88,Yes,Yes,"1,005 total",19/07/2024,24/07/2024,12,5,07/07/2024,17
Motto By Hilton New York City Times Square,Theater District,$193,$227,Wonderful,902,No,Yes,,9.09,Yes,Yes,"1,297 total",19/07/2024,24/07/2024,12,5,07/07/2024,18
citizenM New York Bowery,New York,$252,$297,Wonderful,"1,149",No,Yes,,9.29,Yes,No,"1,464 total",19/07/2024,24/07/2024,12,5,07/07/2024,19
"Martinique New York on Broadway, Curio Collection by Hilton",New York,$176,N/A,Excellent,"1,176",No,No,1,8.88,No,No,"1,256 total",19/07/2024,24/07/2024,12,5,07/07/2024,20
Doubletree by Hilton New York Times Square South,New York,$229,N/A,Excellent,"3,784",No,No,,8.88,No,No,"1,331 total",19/07/2024,24/07/2024,12,5,07/07/2024,21
World Center Hotel,New York,$216,$254,Excellent,"2,053",No,Yes,,8.88,Yes,Yes,"1,401 total",19/07/2024,24/07/2024,12,5,07/07/2024,22
Hilton Garden Inn New York/West 35th Street,New York,$237,N/A,Wonderful,"2,110",No,No,,9.09,No,No,"1,376 total",19/07/2024,24/07/2024,12,5,07/07/2024,23
Truss Hotel Times Square,New York,$212,$259,Very,"1,603",No,No,,8.28,No,No,"1,232 total",19/07/2024,24/07/2024,12,5,07/07/2024,24
Sheraton Tribeca New York Hotel,New York,$219,N/A,Very,"1,011",No,Yes,,8.48,Yes,Yes,"1,272 total",19/07/2024,24/07/2024,12,5,07/07/2024,25
Tempo by Hilton New York Times Square,Theater District,$302,N/A,Exceptional,"2,652",No,No,1,9.49,No,No,"1,953 total",19/07/2024,24/07/2024,12,5,07/07/2024,26
"Holiday Inn New York City - Times Square, an IHG Hotel",New York,$216,N/A,Very,"1,457",No,No,5,8.28,No,No,"1,256 total",19/07/2024,24/07/2024,12,5,07/07/2024,27
"EVEN Hotel New York - Midtown East, an IHG Hotel",New York,$196,N/A,Excellent,"1,192",No,No,,8.88,No,No,"1,288 total",19/07/2024,24/07/2024,12,5,07/07/2024,28
The New Yorker A Wyndham Hotel,New York,$193,$227,Very,"4,662",No,Yes,5,8.28,Yes,Yes,"1,292 total",19/07/2024,24/07/2024,12,5,07/07/2024,29
Courtyard New York Manhattan/Times Square West,New York,$263,$329,Wonderful,"1,015",No,Yes,,9.09,Yes,Yes,"1,528 total",19/07/2024,24/07/2024,12,5,07/07/2024,30
Hilton Garden Inn New York Times Square South,New York,$237,N/A,Wonderful,"3,179",No,No,1,9.09,No,No,"1,380 total",19/07/2024,24/07/2024,12,5,07/07/2024,31
The Belvedere Hotel,New York,$189,$231,Excellent,"3,542",No,Yes,,8.68,Yes,Yes,"1,229 total",19/07/2024,24/07/2024,12,5,07/07/2024,32
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,New York,$204,N/A,Excellent,"1,670",No,No,,8.88,No,No,"1,189 total",19/07/2024,24/07/2024,12,5,07/07/2024,33
Hilton Club The Central at 5th New York,New York,$277,$325,Exceptional,537,No,Yes,,9.69,Yes,Yes,"1,605 total",19/07/2024,24/07/2024,12,5,07/07/2024,34
Hyatt Place New York Midtown South,New York,$305,N/A,Excellent,"1,272",Breakfast included,Yes,,8.88,Yes,Yes,"1,767 total",19/07/2024,24/07/2024,12,5,07/07/2024,35
Penny Williamsburg,Williamsburg,$269,$316,Exceptional,521,No,No,,9.69,No,No,"1,742 total",19/07/2024,24/07/2024,12,5,07/07/2024,36
Soho 54,New York,$179,$199,Good,"1,046",No,Yes,,7.47,Yes,Yes,"1,217 total",19/07/2024,24/07/2024,12,5,07/07/2024,37
"Club Quarters Hotel, World Trade Center",New York,$216,$254,Excellent,"1,420",No,Yes,,8.68,Yes,Yes,"1,401 total",19/07/2024,24/07/2024,12,5,07/07/2024,38
Motto By Hilton New York City Times Square,Theater District,$193,$227,Wonderful,902,No,Yes,,9.09,Yes,Yes,"1,297 total",19/07/2024,24/07/2024,12,5,07/07/2024,39
Arlo Midtown,New York,$235,N/A,Wonderful,"5,386",No,No,,9.29,No,No,"1,539 total",19/07/2024,24/07/2024,12,5,07/07/2024,40
Park Terrace Hotel,Central New York City,$305,N/A,Exceptional,"1,318",No,No,,9.49,No,No,"1,968 total",19/07/2024,24/07/2024,12,5,07/07/2024,41
Moxy NYC Downtown,New York,$206,$224,Excellent,"1,025",No,No,1,8.68,No,No,"1,326 total",19/07/2024,24/07/2024,12,5,07/07/2024,42
Pod 51,New York,$167,$288,Very,"1,339",No,Yes,1,8.08,Yes,Yes,"1,092 total",19/07/2024,24/07/2024,12,5,07/07/2024,43
Best Western Premier Empire State Hotel,New York,$200,N/A,Wonderful,691,No,No,1,9.09,No,No,"1,166 total",19/07/2024,24/07/2024,12,5,07/07/2024,44
Chelsea Savoy Hotel,Chelsea,$234,$275,Excellent,"1,966",Breakfast included,Yes,,8.68,Yes,Yes,"1,359 total",19/07/2024,24/07/2024,12,5,07/07/2024,45
Aura Hotel Times Square,Theater District,$222,$277,Excellent,78,No,Yes,,8.88,Yes,Yes,"1,464 total",19/07/2024,24/07/2024,12,5,07/07/2024,46
Pod 39,New York,$188,$221,Excellent,"1,533",No,Yes,,8.88,Yes,Yes,"1,210 total",19/07/2024,24/07/2024,12,5,07/07/2024,47
Ameritania Hotel at Times Square,Theater District,$213,$224,Excellent,"3,140",No,No,,8.68,No,No,"1,355 total",19/07/2024,24/07/2024,12,5,07/07/2024,48
AC Hotel by Marriott New York Downtown,New York,$220,N/A,Wonderful,"1,005",No,No,5,9.09,No,No,"1,281 total",19/07/2024,24/07/2024,12,5,07/07/2024,49
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$191,$212,Very,"1,010",No,No,,8.08,No,No,"1,198 total",19/07/2024,24/07/2024,12,5,07/07/2024,50
Four Points By Sheraton Manhattan Midtown West,New York,$253,N/A,Excellent,"1,005",No,No,,8.88,No,No,"1,471 total",19/07/2024,24/07/2024,12,5,07/07/2024,51
Hotel Belleclaire,Upper West Side,$219,N/A,Wonderful,"1,716",Breakfast included,Yes,,9.09,Yes,Yes,"1,441 total",19/07/2024,24/07/2024,12,5,07/07/2024,52
Courtyard by Marriott New York Manhattan / Central Park,New York,$269,$317,Excellent,"1,011",No,No,5,8.88,No,No,"1,563 total",19/07/2024,24/07/2024,12,5,07/07/2024,53
Renaissance New York Times Square Hotel by Marriott,Theater District,$309,$386,Wonderful,"1,017",No,Yes,5,9.09,Yes,No,"1,964 total",19/07/2024,24/07/2024,12,5,07/07/2024,54
Arthouse Hotel New York City,Upper West Side,$255,N/A,Excellent,"1,275",No,No,,8.68,No,No,"1,703 total",19/07/2024,24/07/2024,12,5,07/07/2024,55
Hilton Garden Inn New York/Times Square Central,Theater District,$215,$239,Very,"1,865",No,No,,8.28,No,No,"1,401 total",19/07/2024,24/07/2024,12,5,07/07/2024,56
Four Points by Sheraton Manhattan SoHo Village,New York,$220,$259,Very,"1,007",No,Yes,5,8.48,Yes,Yes,"1,281 total",19/07/2024,24/07/2024,12,5,07/07/2024,57
Hilton Garden Inn New York/Manhattan-Chelsea,Chelsea,$271,$319,Very,"1,806",No,Yes,,8.48,Yes,Yes,"1,573 total",19/07/2024,24/07/2024,12,5,07/07/2024,58
Grayson Hotel in the Unbound Collection by Hyatt,Central New York City,$267,$297,Wonderful,327,No,No,2,9.29,No,No,"1,723 total",19/07/2024,24/07/2024,12,5,07/07/2024,59
The Washington by LuxUrban,New York,$260,N/A,Very,"1,016",No,Yes,,8.28,Yes,No,"1,507 total",19/07/2024,24/07/2024,12,5,07/07/2024,60
The Gregorian,New York,$228,$253,Wonderful,"1,272",No,Yes,4,9.29,Yes,Yes,"1,525 total",19/07/2024,24/07/2024,12,5,07/07/2024,61
Hard Rock Hotel New York,Theater District,$392,$461,Exceptional,"2,662",No,No,,9.49,No,No,"2,495 total",19/07/2024,24/07/2024,12,5,07/07/2024,62
70 Park Avenue,New York,$203,N/A,Excellent,"1,004",No,No,1,8.88,No,No,"1,384 total",19/07/2024,24/07/2024,12,5,07/07/2024,63
Moxy Brooklyn Willamsburg,Williamsburg,$340,N/A,Excellent,428,No,Yes,,8.88,Yes,Yes,"2,093 total",19/07/2024,24/07/2024,12,5,07/07/2024,64
citizenM New York Times Square,Theater District,$296,N/A,Wonderful,"1,085",No,No,,9.29,No,No,"1,718 total",19/07/2024,24/07/2024,12,5,07/07/2024,65
Hilton New York Fashion District,Chelsea,$251,N/A,Very,"1,012",No,No,7,8.28,No,No,"1,456 total",19/07/2024,24/07/2024,12,5,07/07/2024,66
The Pearl New York,Theater District,$264,$311,Exceptional,"1,387",No,Yes,,9.49,Yes,Yes,"1,706 total",19/07/2024,24/07/2024,12,5,07/07/2024,67
Hyatt Place New York City/Times Square,New York,$230,$255,Very,"1,564",Breakfast included,Yes,,8.08,Yes,No,"1,334 total",19/07/2024,24/07/2024,12,5,07/07/2024,68
NobleDEN Hotel,New York,$288,$361,Exceptional,"1,012",No,No,,9.89,No,No,"1,672 total",19/07/2024,24/07/2024,12,5,07/07/2024,69
"The Cloud One New York-Downtown, by the Motel One Group",New York,$241,N/A,Excellent,629,No,Yes,,8.88,Yes,No,"1,400 total",19/07/2024,24/07/2024,12,5,07/07/2024,70
Aloft New York Chelsea,Chelsea,$209,N/A,Wonderful,150,No,No,5,9.29,No,No,"1,214 total",19/07/2024,24/07/2024,12,5,07/07/2024,71
Chelsea Inn,New York,$195,N/A,Very,"1,008",No,No,,8.08,No,No,"1,250 total",19/07/2024,24/07/2024,12,5,07/07/2024,72
70 Park Avenue,New York,$203,N/A,Excellent,"1,004",No,No,1,8.88,No,No,"1,384 total",19/07/2024,24/07/2024,12,5,07/07/2024,73
Hotel AKA NoMad,New York,$266,$286,Excellent,"1,005",No,No,,8.68,No,No,"1,744 total",19/07/2024,24/07/2024,12,5,07/07/2024,74
Empire Hotel,New York,$228,$253,Good,"3,745",No,No,,7.67,No,No,"1,555 total",19/07/2024,24/07/2024,12,5,07/07/2024,75
Residence Inn by Marriott New York Downtown Manhattan/Financial District,New York,$222,$261,Very,497,Breakfast included,Yes,5,8.48,Yes,Yes,"1,290 total",19/07/2024,24/07/2024,12,5,07/07/2024,76
Lotte New York Palace,New York,$485,$606,Excellent,"1,010",No,No,,8.88,No,No,"2,799 total",19/07/2024,24/07/2024,12,5,07/07/2024,77
Fairfield Inn & Suites New York Manhattan/Times Square South,New York,$258,N/A,Excellent,"1,215",Breakfast included,Yes,5,8.88,Yes,Yes,"1,495 total",19/07/2024,24/07/2024,12,5,07/07/2024,78
Soho Grand Hotel,SoHo,$327,$363,Excellent,"1,007",No,Yes,7,8.88,Yes,Yes,"2,092 total",19/07/2024,24/07/2024,12,5,07/07/2024,79
DoubleTree by Hilton New York Downtown,New York,$204,N/A,Good,"1,651",No,No,,7.87,No,No,"1,188 total",19/07/2024,24/07/2024,12,5,07/07/2024,80
Four Points by Sheraton Midtown-Times Square,New York,$225,$265,Excellent,"1,331",No,No,5,8.88,No,No,"1,310 total",19/07/2024,24/07/2024,12,5,07/07/2024,81
Millennium Downtown New York,New York,$226,$283,Good,"2,353",No,No,,7.47,No,No,"1,517 total",19/07/2024,24/07/2024,12,5,07/07/2024,82
DoubleTree by Hilton Hotel New York City - Chelsea,Chelsea,$246,$275,Good,"1,055",No,Yes,,7.87,Yes,Yes,"1,431 total",19/07/2024,24/07/2024,12,5,07/07/2024,83
"Hotel Indigo NYC Financial District, an IHG Hotel",New York,$207,N/A,Wonderful,395,No,No,,9.29,No,No,"1,207 total",19/07/2024,24/07/2024,12,5,07/07/2024,84
Hilton Garden Inn New York/Central Park South-Midtown West,Theater District,$226,N/A,Good,"1,482",No,No,,7.67,No,No,"1,334 total",19/07/2024,24/07/2024,12,5,07/07/2024,85
Sheraton New York Times Square Hotel,Theater District,$259,N/A,Good,"2,271",No,Yes,5,7.87,Yes,Yes,"1,656 total",19/07/2024,24/07/2024,12,5,07/07/2024,86
Element New York Times Square West,New York,$212,N/A,Very,"1,840",Breakfast included,No,5,8.28,No,No,"1,244 total",19/07/2024,24/07/2024,12,5,07/07/2024,87
Virgin Hotels New York City,New York,$352,$383,Excellent,"1,519",No,Yes,,8.88,Yes,Yes,"2,230 total",19/07/2024,24/07/2024,12,5,07/07/2024,88
Fairfield Inn New York Manhattan/Financial District,New York,$188,$235,Very,"1,018",Breakfast included,Yes,3,8.08,Yes,Yes,"1,096 total",19/07/2024,24/07/2024,12,5,07/07/2024,89
The Lombardy Hotel,New York,$293,$345,Excellent,"1,003",No,Yes,,8.88,Yes,Yes,"1,775 total",19/07/2024,24/07/2024,12,5,07/07/2024,90
Hampton Inn Manhattan/Times Square Central,Theater District,$267,N/A,Wonderful,"1,639",Breakfast included,No,,9.09,No,No,"1,549 total",19/07/2024,24/07/2024,12,5,07/07/2024,91
Broadway Plaza Hotel,New York,$283,$333,Wonderful,"1,530",No,No,1,9.29,No,No,"1,699 total",19/07/2024,24/07/2024,12,5,07/07/2024,92
The Standard East Village,New York,$300,$353,Wonderful,"1,004",No,Yes,3,9.09,Yes,No,"1,911 total",19/07/2024,24/07/2024,12,5,07/07/2024,93
"voco Fiorello - LaGuardia East, an IHG Hotel",Queens,$218,$256,Very,273,No,No,,8.48,No,No,"1,267 total",19/07/2024,24/07/2024,12,5,07/07/2024,94
"The Time New York, part of JdV by Hyatt",Theater District,$256,$301,Very,"1,001",No,Yes,,8.08,Yes,Yes,"1,680 total",19/07/2024,24/07/2024,12,5,07/07/2024,95
"Holiday Inn Express New York City Times Square, an IHG Hotel",New York,$199,$273,N/A,"1,009",Breakfast included,Yes,,6.86,Yes,Yes,"1,247 total",19/07/2024,24/07/2024,12,5,07/07/2024,96
Aloft Manhattan Downtown - Financial District,New York,$181,N/A,Very,"1,005",No,Yes,5,8.08,Yes,Yes,"1,057 total",19/07/2024,24/07/2024,12,5,07/07/2024,97
The Hotel Chelsea,Chelsea,$435,$494,Exceptional,709,No,Yes,4,9.89,Yes,Yes,"2,512 total",19/07/2024,24/07/2024,12,5,07/07/2024,98
SpringHill Suites by Marriott New York Manhattan/Times Square South,New York,$238,N/A,Very,"1,427",Breakfast included,Yes,5,8.48,Yes,Yes,"1,395 total",19/07/2024,24/07/2024,12,5,07/07/2024,99
YOTEL New York Times Square,New York,$217,$361,Good,"2,303",No,No,,7.47,No,No,"1,488 total",19/07/2024,24/07/2024,12,5,07/07/2024,100
Four Points By Sheraton New York Downtown,New York,$217,N/A,Very,"1,579",No,Yes,5,8.08,Yes,Yes,"1,263 total",19/07/2024,24/07/2024,12,5,07/07/2024,101
Hyatt Centric Times Square New York,Theater District,$308,$362,Wonderful,"1,554",No,No,,9.29,No,No,"1,985 total",19/07/2024,24/07/2024,12,5,07/07/2024,102
Untitled at 3 Freeman Alley,New York,$262,N/A,Wonderful,265,Breakfast included,Yes,,9.29,Yes,No,"1,672 total",19/07/2024,24/07/2024,12,5,07/07/2024,103
DoubleTree by Hilton New York Times Square West,New York,$215,N/A,Good,"1,328",No,No,7,7.27,No,No,"1,254 total",19/07/2024,24/07/2024,12,5,07/07/2024,104
Hyatt Place New York/Chelsea,Chelsea,$262,$291,Very,"1,366",Breakfast included,Yes,,8.28,Yes,No,"1,520 total",19/07/2024,24/07/2024,12,5,07/07/2024,105
The Hotel @ Fifth Avenue,New York,$207,$243,Good,"1,222",No,Yes,,7.87,Yes,Yes,"1,328 total",19/07/2024,24/07/2024,12,5,07/07/2024,106
New York Marriott Marquis,Theater District,$411,N/A,Wonderful,"2,828",No,Yes,5,9.29,Yes,Yes,"2,604 total",19/07/2024,24/07/2024,12,5,07/07/2024,107
Hilton Garden Inn New York/Tribeca,New York,$247,N/A,Very,"1,013",No,No,1,8.48,No,No,"1,437 total",19/07/2024,24/07/2024,12,5,07/07/2024,108
Millennium Hotel Broadway Times Square,Theater District,$230,$271,Good,"5,946",No,Yes,,7.47,Yes,Yes,"1,511 total",19/07/2024,24/07/2024,12,5,07/07/2024,109
Courtyard by Marriott New York Downtown Manhattan/Financial District,New York,$195,N/A,Good,867,No,Yes,5,7.87,Yes,Yes,"1,134 total",19/07/2024,24/07/2024,12,5,07/07/2024,110
Courtyard by Marriott New York Manhattan / Chelsea,Chelsea,$246,N/A,Wonderful,"1,005",No,Yes,5,9.29,Yes,Yes,"1,430 total",19/07/2024,24/07/2024,12,5,07/07/2024,111
JG Sohotel,SoHo,$207,N/A,Excellent,242,No,Yes,,8.68,Yes,No,"1,314 total",19/07/2024,24/07/2024,12,5,07/07/2024,112
"The Pierre, A Taj Hotel, New York",New York,$476,$601,Wonderful,"1,002",No,Yes,,9.29,Yes,Yes,"2,921 total",19/07/2024,24/07/2024,12,5,07/07/2024,113
