name,neighborhood,current_price,original_price,reviews_desc,num_reviews,breakfast,free_cancellation,rooms_left,grade,fully_refundable,reserve_now_pay_later,price_after_taxes,checkin_date,checkout_date,TTT,LOS,Snapshot Date,order
Hilton Garden Inn New York/Times Square Central,Theater District,$190,$212,Very,"1,865",No,No,,8.28,No,No,504 total,14/07/2024,16/07/2024,7,2,07/07/2024,25
Moxy NYC Downtown,New York,$199,$234,Excellent,"1,025",No,No,4,8.68,No,No,513 total,14/07/2024,16/07/2024,7,2,07/07/2024,26
citizenM New York Times Square,Theater District,$231,N/A,Wonderful,"1,085",No,Yes,,9.29,Yes,Yes,536 total,14/07/2024,16/07/2024,7,2,07/07/2024,27
Empire Hotel,New York,$178,$198,Good,"3,745",No,No,,7.67,No,No,508 total,14/07/2024,16/07/2024,7,2,07/07/2024,28
Hard Rock Hotel New York,Theater District,$314,$369,Exceptional,"2,662",No,No,,9.49,No,No,819 total,14/07/2024,16/07/2024,7,2,07/07/2024,29
AC Hotel by Marriott New York Downtown,New York,$204,N/A,Wonderful,"1,005",No,Yes,5,9.09,Yes,Yes,475 total,14/07/2024,16/07/2024,7,2,07/07/2024,30
Hotel Riu Plaza New York Times Square,New York,$234,$360,Wonderful,"3,593",Breakfast included,Yes,,9.09,Yes,Yes,610 total,14/07/2024,16/07/2024,7,2,07/07/2024,31
Renaissance New York Times Square Hotel by Marriott,Theater District,$254,N/A,Wonderful,"1,017",No,No,4,9.09,No,No,660 total,14/07/2024,16/07/2024,7,2,07/07/2024,32
Virgin Hotels New York City,New York,$271,$285,Excellent,"1,519",No,Yes,3,8.88,Yes,No,706 total,14/07/2024,16/07/2024,7,2,07/07/2024,33
Soho 54,New York,$159,N/A,Good,"1,046",No,Yes,,7.47,Yes,Yes,441 total,14/07/2024,16/07/2024,7,2,07/07/2024,34
Hyatt Place New York/Chelsea,Chelsea,$197,$219,Very,"1,366",Breakfast included,Yes,,8.28,Yes,No,459 total,14/07/2024,16/07/2024,7,2,07/07/2024,35
Hotel Boutique at Grand Central,New York,$210,$247,Excellent,"1,075",No,Yes,,8.68,Yes,Yes,546 total,14/07/2024,16/07/2024,7,2,07/07/2024,36
Hyatt Grand Central New York,New York,$251,$295,Very,"3,749",No,Yes,1,8.08,Yes,No,674 total,14/07/2024,16/07/2024,7,2,07/07/2024,37
DoubleTree by Hilton New York Downtown,New York,$173,N/A,Good,"1,651",No,No,,7.87,No,No,405 total,14/07/2024,16/07/2024,7,2,07/07/2024,38
Aura Hotel Times Square,Theater District,$183,$229,Excellent,78,No,Yes,,8.88,Yes,Yes,497 total,14/07/2024,16/07/2024,7,2,07/07/2024,39
The Lucerne Hotel,Upper West Side,$215,$239,Wonderful,"1,633",No,Yes,,9.29,Yes,No,501 total,14/07/2024,16/07/2024,7,2,07/07/2024,40
"The Cloud One New York-Downtown, by the Motel One Group",New York,$189,N/A,Excellent,629,No,Yes,,8.88,Yes,No,441 total,14/07/2024,16/07/2024,7,2,07/07/2024,41
Park Terrace Hotel,Central New York City,$299,$313,Exceptional,"1,318",No,No,6,9.49,No,No,774 total,14/07/2024,16/07/2024,7,2,07/07/2024,42
Sheraton Tribeca New York Hotel,New York,$215,N/A,Very,"1,011",No,No,5,8.48,No,No,501 total,14/07/2024,16/07/2024,7,2,07/07/2024,43
Broadway Plaza Hotel,New York,$224,$249,Wonderful,"1,530",No,No,3,9.29,No,No,544 total,14/07/2024,16/07/2024,7,2,07/07/2024,44
The Washington by LuxUrban,New York,$212,N/A,Very,"1,016",No,Yes,,8.28,Yes,No,493 total,14/07/2024,16/07/2024,7,2,07/07/2024,45
Hampton Inn Manhattan/Times Square Central,Theater District,$217,N/A,Wonderful,"1,639",Breakfast included,No,,9.09,No,No,505 total,14/07/2024,16/07/2024,7,2,07/07/2024,46
Paramount Times Square,Theater District,$139,N/A,Good,"2,688",No,No,1,7.07,No,No,405 total,14/07/2024,16/07/2024,7,2,07/07/2024,47
Four Points by Sheraton Midtown-Times Square,New York,$186,$219,Excellent,"1,331",No,No,5,8.88,No,No,434 total,14/07/2024,16/07/2024,7,2,07/07/2024,48
Hampton Inn Manhattan-Chelsea,Chelsea,$173,N/A,Very,"1,008",Breakfast included,No,,8.08,No,No,404 total,14/07/2024,16/07/2024,7,2,07/07/2024,49
Hotel Belleclaire,Upper West Side,$195,N/A,Wonderful,"1,716",Breakfast included,Yes,,9.09,Yes,Yes,521 total,14/07/2024,16/07/2024,7,2,07/07/2024,50
New York LaGuardia Airport Marriott,Queens,$224,N/A,Excellent,"1,006",No,No,5,8.88,No,No,521 total,14/07/2024,16/07/2024,7,2,07/07/2024,51
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$165,$183,Very,"1,010",No,No,,8.08,No,No,424 total,14/07/2024,16/07/2024,7,2,07/07/2024,52
Hotel St. James,Theater District,$220,N/A,Excellent,"4,416",No,No,,8.68,No,No,511 total,14/07/2024,16/07/2024,7,2,07/07/2024,53
The FIDI Hotel,New York,$151,$194,Excellent,421,No,No,8,8.88,No,No,423 total,14/07/2024,16/07/2024,7,2,07/07/2024,54
Chelsea Savoy Hotel,Chelsea,$217,$255,Excellent,"1,966",Breakfast included,Yes,,8.68,Yes,Yes,504 total,14/07/2024,16/07/2024,7,2,07/07/2024,55
M Social Hotel Times Square New York,Theater District,$208,$224,Wonderful,"4,106",No,Yes,,9.09,Yes,Yes,565 total,14/07/2024,16/07/2024,7,2,07/07/2024,56
Tempo by Hilton New York Times Square,Theater District,$291,N/A,Exceptional,"2,652",No,No,1,9.49,No,No,754 total,14/07/2024,16/07/2024,7,2,07/07/2024,57
DoubleTree by Hilton New York Times Square West,New York,$174,N/A,Good,"1,328",No,No,1,7.27,No,No,407 total,14/07/2024,16/07/2024,7,2,07/07/2024,58
Radio City Apartments,Theater District,$199,N/A,Excellent,"3,586",No,Yes,,8.88,Yes,Yes,464 total,14/07/2024,16/07/2024,7,2,07/07/2024,59
Sonder The Dutch,Queens,$217,N/A,Wonderful,73,No,Yes,1,9.09,Yes,No,504 total,14/07/2024,16/07/2024,7,2,07/07/2024,60
Moxy NYC Chelsea,Chelsea,$234,N/A,Excellent,"1,006",No,Yes,5,8.68,Yes,No,603 total,14/07/2024,16/07/2024,7,2,07/07/2024,61
YOTEL New York Times Square,New York,$160,$267,Good,"2,303",No,No,,7.47,No,No,465 total,14/07/2024,16/07/2024,7,2,07/07/2024,62
New York Marriott Marquis,Theater District,$352,N/A,Wonderful,"2,828",No,No,5,9.29,No,No,906 total,14/07/2024,16/07/2024,7,2,07/07/2024,63
City Club Hotel,Central New York City,$144,$169,Good,"1,350",Breakfast included,Yes,3,7.67,Yes,Yes,387 total,14/07/2024,16/07/2024,7,2,07/07/2024,64
Virgin Hotels New York City,New York,$271,$285,Excellent,"1,519",No,Yes,3,8.88,Yes,No,706 total,14/07/2024,16/07/2024,7,2,07/07/2024,65
"Crowne Plaza Times Square Manhattan, an IHG Hotel",Theater District,$211,N/A,Very,"2,160",No,No,,8.28,No,No,574 total,14/07/2024,16/07/2024,7,2,07/07/2024,66
"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",New York,$157,N/A,Wonderful,891,No,No,1,9.09,No,No,435 total,14/07/2024,16/07/2024,7,2,07/07/2024,67
Hilton Garden Inn New York/Midtown Park Ave,New York,$227,N/A,Very,"1,010",No,Yes,2,8.48,Yes,Yes,528 total,14/07/2024,16/07/2024,7,2,07/07/2024,68
Fairfield Inn & Suites New York Manhattan/Times Square South,New York,$222,N/A,Excellent,"1,215",Breakfast included,No,1,8.88,No,No,517 total,14/07/2024,16/07/2024,7,2,07/07/2024,69
Chelsea Inn,New York,$171,N/A,Very,"1,008",No,No,,8.08,No,No,445 total,14/07/2024,16/07/2024,7,2,07/07/2024,70
Four Points By Sheraton New York Downtown,New York,$164,N/A,Very,"1,579",No,Yes,5,8.08,Yes,Yes,383 total,14/07/2024,16/07/2024,7,2,07/07/2024,71
The Flat NYC,New York,$163,$203,Excellent,294,No,No,1,8.68,No,No,380 total,14/07/2024,16/07/2024,7,2,07/07/2024,72
Hilton Garden Inn New York/Central Park South-Midtown West,Theater District,$214,N/A,Good,"1,482",No,No,,7.67,No,No,505 total,14/07/2024,16/07/2024,7,2,07/07/2024,73
Sheraton New York Times Square Hotel,Theater District,$233,N/A,Good,"2,270",No,No,5,7.87,No,No,602 total,14/07/2024,16/07/2024,7,2,07/07/2024,74
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$165,$183,Very,"1,010",No,No,,8.08,No,No,424 total,14/07/2024,16/07/2024,7,2,07/07/2024,75
The Hotel Chelsea,Chelsea,$387,$430,Exceptional,709,No,Yes,3,9.89,Yes,Yes,895 total,14/07/2024,16/07/2024,7,2,07/07/2024,76
Citadines Connect Fifth Avenue New York,Central New York City,$173,$193,Very,"1,065",Breakfast included,No,,8.08,No,No,455 total,14/07/2024,16/07/2024,7,2,07/07/2024,77
Courtyard New York Manhattan/ Midtown East,New York,$294,$304,Excellent,"2,030",No,No,5,8.88,No,No,682 total,14/07/2024,16/07/2024,7,2,07/07/2024,78
Fairfield Inn & Suites New York Manhattan / Central Park,New York,$188,N/A,Very,"1,005",No,No,5,8.48,No,No,439 total,14/07/2024,16/07/2024,7,2,07/07/2024,79
TRYP by Wyndham New York City Times Square / Midtown,New York,$178,$209,Good,"1,613",No,Yes,,7.47,Yes,Yes,442 total,14/07/2024,16/07/2024,7,2,07/07/2024,80
citizenM New York Bowery,New York,$265,N/A,Wonderful,"1,149",No,Yes,,9.29,Yes,Yes,614 total,14/07/2024,16/07/2024,7,2,07/07/2024,81
The Westin New York at Times Square,Theater District,$243,N/A,Excellent,"4,345",No,No,5,8.88,No,No,635 total,14/07/2024,16/07/2024,7,2,07/07/2024,82
The New Yorker A Wyndham Hotel,New York,$193,N/A,Very,"4,662",No,Yes,,8.28,Yes,Yes,516 total,14/07/2024,16/07/2024,7,2,07/07/2024,83
Moderne Hotel,New York,$168,$177,Excellent,"1,005",No,No,,8.68,No,No,438 total,14/07/2024,16/07/2024,7,2,07/07/2024,84
Margaritaville Resort Times Square,Theater District,$206,N/A,Wonderful,"3,670",No,Yes,3,9.29,Yes,Yes,594 total,14/07/2024,16/07/2024,7,2,07/07/2024,85
Hilton Garden Inn New York/Tribeca,New York,$221,N/A,Very,"1,013",No,No,1,8.48,No,No,513 total,14/07/2024,16/07/2024,7,2,07/07/2024,86
Madison LES Hotel,New York,$152,N/A,Very,725,Breakfast included,No,,8.08,No,No,402 total,14/07/2024,16/07/2024,7,2,07/07/2024,87
Courtyard by Marriott New York Manhattan / Central Park,New York,$254,N/A,Excellent,"1,011",No,No,5,8.88,No,No,590 total,14/07/2024,16/07/2024,7,2,07/07/2024,88
Courtyard by Marriott New York World Trade Center Area,New York,$204,N/A,Excellent,555,No,Yes,5,8.88,Yes,Yes,475 total,14/07/2024,16/07/2024,7,2,07/07/2024,89
Hotel 32 32,New York,$184,$245,Very,"1,645",No,No,,8.08,No,No,498 total,14/07/2024,16/07/2024,7,2,07/07/2024,90
"The Time New York, part of JdV by Hyatt",Theater District,$239,N/A,Very,"1,001",No,Yes,,8.08,Yes,No,632 total,14/07/2024,16/07/2024,7,2,07/07/2024,91
Ink 48 Hotel,New York,$229,$286,Very,"1,013",No,Yes,1,8.48,Yes,Yes,624 total,14/07/2024,16/07/2024,7,2,07/07/2024,92
Park Lane New York,Central New York City,$351,$444,Excellent,931,No,No,,8.68,No,No,924 total,14/07/2024,16/07/2024,7,2,07/07/2024,93
Hilton New York Fashion District,Chelsea,$236,N/A,Very,"1,012",No,No,6,8.28,No,No,549 total,14/07/2024,16/07/2024,7,2,07/07/2024,94
RIU Plaza Manhattan Times Square,Theater District,$269,$414,Wonderful,"3,237",No,Yes,5,9.09,Yes,Yes,692 total,14/07/2024,16/07/2024,7,2,07/07/2024,95
DoubleTree by Hilton Hotel New York City - Chelsea,Chelsea,$213,N/A,Good,"1,055",No,No,,7.87,No,No,497 total,14/07/2024,16/07/2024,7,2,07/07/2024,96
Millennium Hotel Broadway Times Square,Theater District,$211,$234,Good,"5,946",No,Yes,,7.47,Yes,Yes,559 total,14/07/2024,16/07/2024,7,2,07/07/2024,97
The Shoreham Hotel,Central New York City,$197,$254,Good,"1,007",No,Yes,,7.67,Yes,No,483 total,14/07/2024,16/07/2024,7,2,07/07/2024,98
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Chelsea,$220,N/A,Excellent,"1,334",Breakfast included,Yes,5,8.88,Yes,Yes,512 total,14/07/2024,16/07/2024,7,2,07/07/2024,99
Omni Berkshire Place,New York,$288,$339,Wonderful,"1,229",No,Yes,2,9.29,Yes,No,749 total,14/07/2024,16/07/2024,7,2,07/07/2024,100
"Holiday Inn New York City - Times Square, an IHG Hotel",New York,$234,N/A,Very,"1,457",No,Yes,3,8.28,Yes,Yes,544 total,14/07/2024,16/07/2024,7,2,07/07/2024,101
"Staypineapple, An Artful Hotel, Midtown",New York,$185,$213,Wonderful,"1,002",No,Yes,,9.29,Yes,No,501 total,14/07/2024,16/07/2024,7,2,07/07/2024,102
Heritage Hotel,New York,$173,$190,Very,"1,249",No,No,,8.08,No,No,405 total,14/07/2024,16/07/2024,7,2,07/07/2024,103
Soho Grand Hotel,SoHo,$333,$364,Excellent,"1,007",No,Yes,,8.88,Yes,No,852 total,14/07/2024,16/07/2024,7,2,07/07/2024,104
Pod 39,New York,$179,N/A,Excellent,"1,533",No,No,,8.88,No,No,464 total,14/07/2024,16/07/2024,7,2,07/07/2024,105
"The Draper New York, Tapestry Collection by Hilton",New York,$204,N/A,Excellent,727,No,No,,8.88,No,No,475 total,14/07/2024,16/07/2024,7,2,07/07/2024,106
Hyatt Centric Wall Street New York,New York,$193,$214,Excellent,"1,010",No,Yes,,8.88,Yes,No,529 total,14/07/2024,16/07/2024,7,2,07/07/2024,107
"InterContinental New York Times Square, an IHG Hotel",New York,$284,N/A,Very,"1,070",No,Yes,,8.48,Yes,Yes,739 total,14/07/2024,16/07/2024,7,2,07/07/2024,108
The Gregorian,New York,$224,N/A,Wonderful,"1,272",No,Yes,,9.29,Yes,Yes,601 total,14/07/2024,16/07/2024,7,2,07/07/2024,109
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",Chelsea,$197,N/A,Good,"1,000",No,No,8,7.47,No,No,459 total,14/07/2024,16/07/2024,7,2,07/07/2024,110
Fairfield Inn by Marriott New York Manhattan/Times Square,New York,$247,N/A,Excellent,"1,128",Breakfast included,No,5,8.88,No,No,574 total,14/07/2024,16/07/2024,7,2,07/07/2024,111
"33 Hotel, New York City, Seaport",New York,$237,$279,Wonderful,470,No,Yes,,9.09,Yes,Yes,632 total,14/07/2024,16/07/2024,7,2,07/07/2024,112
The Belvedere Hotel,New York,$204,N/A,Excellent,"3,542",No,Yes,,8.68,Yes,Yes,525 total,14/07/2024,16/07/2024,7,2,07/07/2024,113
Hotel Edison Times Square,Theater District,$200,N/A,Very,"4,297",No,Yes,,8.08,Yes,Yes,558 total,14/07/2024,16/07/2024,7,2,07/07/2024,114
Hotel AKA NoMad,New York,$263,N/A,Excellent,"1,005",No,No,,8.68,No,No,690 total,14/07/2024,16/07/2024,7,2,07/07/2024,115
W New York - Times Square,Theater District,$257,N/A,Excellent,"1,149",No,No,5,8.68,No,No,657 total,14/07/2024,16/07/2024,7,2,07/07/2024,116
Hilton Club The Central at 5th New York,New York,$288,N/A,Exceptional,537,No,No,7,9.69,No,No,668 total,14/07/2024,16/07/2024,7,2,07/07/2024,117
Pod 51,New York,$148,N/A,Very,"1,339",No,No,,8.08,No,No,392 total,14/07/2024,16/07/2024,7,2,07/07/2024,118
Hyatt Place New York Midtown South,New York,$224,N/A,Excellent,"1,272",Breakfast included,Yes,,8.88,Yes,Yes,521 total,14/07/2024,16/07/2024,7,2,07/07/2024,119
Walker Hotel Tribeca,New York,$192,$212,Excellent,641,No,No,,8.68,No,No,518 total,14/07/2024,16/07/2024,7,2,07/07/2024,120
Untitled at 3 Freeman Alley,New York,$223,$228,Wonderful,265,Breakfast included,Yes,,9.29,Yes,No,571 total,14/07/2024,16/07/2024,7,2,07/07/2024,121
Embassy Suites by Hilton New York Manhattan Times Square,New York,$208,N/A,Very,"1,727",Breakfast included,No,,8.28,No,No,554 total,14/07/2024,16/07/2024,7,2,07/07/2024,122
70 Park Avenue,New York,$215,N/A,Excellent,"1,004",No,No,5,8.88,No,No,580 total,14/07/2024,16/07/2024,7,2,07/07/2024,123
Best Western Premier Empire State Hotel,New York,$225,N/A,Wonderful,691,No,Yes,1,9.09,Yes,Yes,523 total,14/07/2024,16/07/2024,7,2,07/07/2024,124
Best Western Plus Soho Hotel,New York,$195,N/A,Wonderful,146,Breakfast included,No,,9.29,No,No,454 total,14/07/2024,16/07/2024,7,2,07/07/2024,125
Roxy Hotel New York,New York,$299,N/A,Wonderful,"1,026",No,Yes,,9.29,Yes,Yes,773 total,14/07/2024,16/07/2024,7,2,07/07/2024,126
Executive Hotel Le Soleil New York,New York,$234,N/A,Wonderful,"2,294",No,Yes,,9.09,Yes,No,588 total,14/07/2024,16/07/2024,7,2,07/07/2024,127
Washington Square Hotel,Greenwich Village,$255,N/A,Wonderful,"1,008",No,Yes,3,9.09,Yes,No,595 total,14/07/2024,16/07/2024,7,2,07/07/2024,128
"Hotel Indigo NYC Financial District, an IHG Hotel",New York,$186,N/A,Wonderful,395,No,No,3,9.29,No,No,434 total,14/07/2024,16/07/2024,7,2,07/07/2024,129
Cambria Hotel New York - Chelsea,Chelsea,$224,N/A,Excellent,"1,001",No,Yes,,8.68,Yes,Yes,521 total,14/07/2024,16/07/2024,7,2,07/07/2024,130
JG Sohotel,SoHo,$201,N/A,Excellent,242,No,Yes,,8.68,Yes,No,512 total,14/07/2024,16/07/2024,7,2,07/07/2024,131
Moxy NYC Chelsea,Chelsea,$234,N/A,Excellent,"1,006",No,Yes,5,8.68,Yes,No,603 total,14/07/2024,16/07/2024,7,2,07/07/2024,132
The Standard High Line,New York,$319,N/A,Excellent,"1,088",No,Yes,,8.68,Yes,No,819 total,14/07/2024,16/07/2024,7,2,07/07/2024,133
Courtyard by Marriott New York Manhattan / Chelsea,Chelsea,$243,N/A,Wonderful,"1,005",No,No,5,9.29,No,No,564 total,14/07/2024,16/07/2024,7,2,07/07/2024,134
SpringHill Suites by Marriott New York Manhattan/Chelsea,Chelsea,$209,N/A,Excellent,517,Breakfast included,No,,8.68,No,No,490 total,14/07/2024,16/07/2024,7,2,07/07/2024,135
Artezen Hotel,New York,$260,$289,Exceptional,"1,351",No,No,1,9.69,No,No,636 total,14/07/2024,16/07/2024,7,2,07/07/2024,136
Delta Hotels by Marriott New York Times Square,New York,$181,N/A,Good,527,No,No,5,7.87,No,No,426 total,14/07/2024,16/07/2024,7,2,07/07/2024,137
Hotel Mulberry,New York,$209,N/A,Wonderful,"1,001",No,Yes,3,9.09,Yes,No,487 total,14/07/2024,16/07/2024,7,2,07/07/2024,138
Wingate by Wyndham New York Midtown South/5th Ave,New York,$228,$259,Excellent,"1,002",Breakfast included,Yes,1,8.68,Yes,Yes,530 total,14/07/2024,16/07/2024,7,2,07/07/2024,139
Arlo Midtown,New York,$304,N/A,Wonderful,"5,386",No,Yes,,9.29,Yes,Yes,774 total,14/07/2024,16/07/2024,7,2,07/07/2024,140
Hotel Hendricks,Central New York City,$196,N/A,Very,"1,066",No,Yes,,8.48,Yes,Yes,542 total,14/07/2024,16/07/2024,7,2,07/07/2024,141
Archer Hotel New York,Central New York City,$314,N/A,Wonderful,"1,012",No,No,1,9.29,No,No,728 total,14/07/2024,16/07/2024,7,2,07/07/2024,142
The Ridge Hotel,New York,$192,N/A,Very,"1,002",No,No,,8.08,No,No,494 total,14/07/2024,16/07/2024,7,2,07/07/2024,143
Courtyard by Marriott New York Manhattan/Midtown West,New York,$302,N/A,Wonderful,"1,023",No,No,1,9.09,No,No,699 total,14/07/2024,16/07/2024,7,2,07/07/2024,144
Element New York Times Square West,New York,$215,N/A,Very,"1,840",Breakfast included,No,5,8.28,No,No,505 total,14/07/2024,16/07/2024,7,2,07/07/2024,145
Tuscany by LuxUrban,New York,$228,N/A,Very,"1,011",No,Yes,,8.48,Yes,No,531 total,14/07/2024,16/07/2024,7,2,07/07/2024,146
Comfort Inn Manhattan - Midtown West,New York,$162,N/A,Good,"1,208",Breakfast included,Yes,2,7.47,Yes,Yes,380 total,14/07/2024,16/07/2024,7,2,07/07/2024,147
Millennium Downtown New York,New York,$229,$254,Good,"2,353",No,No,,7.47,No,No,612 total,14/07/2024,16/07/2024,7,2,07/07/2024,148
"Holiday Inn Express New York City Times Square, an IHG Hotel",New York,$193,$220,N/A,"1,009",Breakfast included,No,,6.86,No,No,485 total,14/07/2024,16/07/2024,7,2,07/07/2024,149
Hotel Giraffe by Library Hotel Collection,New York,$290,$305,Exceptional,"1,006",No,Yes,,9.69,Yes,Yes,722 total,14/07/2024,16/07/2024,7,2,07/07/2024,150
Hampton Inn Manhattan-35th St/Empire State Bldg,New York,$244,N/A,Excellent,"1,008",Breakfast included,Yes,,8.68,Yes,Yes,567 total,14/07/2024,16/07/2024,7,2,07/07/2024,151
The Lombardy Hotel,New York,$305,$359,Excellent,"1,003",No,Yes,,8.88,Yes,Yes,737 total,14/07/2024,16/07/2024,7,2,07/07/2024,152
N/A,N/A,N/A,N/A,N/A,N/A,No,No,,N/A,No,No,N/A,14/07/2024,17/07/2024,7,3,07/07/2024,3
"voco Fiorello - LaGuardia East, an IHG Hotel",Queens,$204,$240,Very,273,No,No,,8.48,No,No,712 total,14/07/2024,17/07/2024,7,3,07/07/2024,4
"Club Quarters, Times Square - Midtown",Central New York City,$234,$275,Excellent,"2,641",No,Yes,,8.68,Yes,Yes,901 total,14/07/2024,17/07/2024,7,3,07/07/2024,5
"Club Quarters Hotel, Grand Central",New York,$236,$278,Excellent,"2,008",No,Yes,,8.68,Yes,Yes,909 total,14/07/2024,17/07/2024,7,3,07/07/2024,6
World Center Hotel,New York,$225,$264,Excellent,"2,053",No,Yes,,8.88,Yes,Yes,870 total,14/07/2024,17/07/2024,7,3,07/07/2024,7
Truss Hotel Times Square,New York,$208,$259,Very,"1,603",No,No,,8.28,No,No,728 total,14/07/2024,17/07/2024,7,3,07/07/2024,8
citizenM New York Bowery,New York,$263,$309,Wonderful,"1,149",No,Yes,,9.29,Yes,No,915 total,14/07/2024,17/07/2024,7,3,07/07/2024,9
Penny Williamsburg,Williamsburg,$227,$284,Exceptional,521,No,Yes,,9.69,Yes,Yes,903 total,14/07/2024,17/07/2024,7,3,07/07/2024,10
Hotel Stanford,New York,$248,$263,Excellent,101,No,Yes,,8.88,Yes,No,866 total,14/07/2024,17/07/2024,7,3,07/07/2024,11
Pod Times Square,New York,$158,N/A,Excellent,"4,189",No,No,,8.88,No,No,624 total,14/07/2024,17/07/2024,7,3,07/07/2024,12
Doubletree by Hilton New York Times Square South,New York,$253,N/A,Excellent,"3,784",No,No,,8.88,No,No,882 total,14/07/2024,17/07/2024,7,3,07/07/2024,13
The New Yorker A Wyndham Hotel,New York,$211,$248,Very,"4,662",No,Yes,,8.28,Yes,Yes,837 total,14/07/2024,17/07/2024,7,3,07/07/2024,14
Hard Rock Hotel New York,Theater District,$353,$416,Exceptional,"2,662",No,No,,9.49,No,No,"1,364 total",14/07/2024,17/07/2024,7,3,07/07/2024,15
Moxy Brooklyn Willamsburg,Williamsburg,$290,N/A,Excellent,428,No,Yes,,8.88,Yes,Yes,"1,084 total",14/07/2024,17/07/2024,7,3,07/07/2024,16
Tempo by Hilton New York Times Square,Theater District,$315,N/A,Exceptional,"2,652",No,No,1,9.49,No,No,"1,214 total",14/07/2024,17/07/2024,7,3,07/07/2024,17
Empire Hotel,New York,$212,$235,Good,"3,745",No,No,,7.67,No,No,876 total,14/07/2024,17/07/2024,7,3,07/07/2024,18
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,New York,$216,N/A,Excellent,"1,670",No,No,,8.88,No,No,756 total,14/07/2024,17/07/2024,7,3,07/07/2024,19
"Club Quarters Hotel, World Trade Center",New York,$225,$264,Excellent,"1,420",No,Yes,,8.68,Yes,Yes,870 total,14/07/2024,17/07/2024,7,3,07/07/2024,20
"The Cloud One New York-Downtown, by the Motel One Group",New York,$206,N/A,Excellent,629,No,Yes,4,8.88,Yes,No,719 total,14/07/2024,17/07/2024,7,3,07/07/2024,21
New York Marriott Marquis,Theater District,$376,N/A,Wonderful,"2,828",No,No,5,9.29,No,No,"1,444 total",14/07/2024,17/07/2024,7,3,07/07/2024,22
Hotel Boutique at Grand Central,New York,$236,$278,Excellent,"1,075",No,Yes,,8.68,Yes,Yes,909 total,14/07/2024,17/07/2024,7,3,07/07/2024,23
The FIDI Hotel,New York,$181,$232,Excellent,421,No,No,8,8.88,No,No,738 total,14/07/2024,17/07/2024,7,3,07/07/2024,24
"Martinique New York on Broadway, Curio Collection by Hilton",New York,$233,N/A,Excellent,"1,176",No,No,1,8.88,No,No,949 total,14/07/2024,17/07/2024,7,3,07/07/2024,25
The Belvedere Hotel,New York,$210,$239,Excellent,"3,542",No,Yes,2,8.68,Yes,Yes,807 total,14/07/2024,17/07/2024,7,3,07/07/2024,26
The Washington by LuxUrban,New York,$233,N/A,Very,"1,016",No,Yes,,8.28,Yes,No,812 total,14/07/2024,17/07/2024,7,3,07/07/2024,27
Hilton Garden Inn New York/Manhattan-Chelsea,Chelsea,$268,$316,Very,"1,806",No,Yes,,8.48,Yes,Yes,934 total,14/07/2024,17/07/2024,7,3,07/07/2024,28
Ameritania Hotel at Times Square,Theater District,$217,$229,Excellent,"3,140",No,No,,8.68,No,No,827 total,14/07/2024,17/07/2024,7,3,07/07/2024,29
Hyatt Grand Central New York,New York,$289,$340,Very,"3,749",No,Yes,1,8.08,Yes,No,"1,143 total",14/07/2024,17/07/2024,7,3,07/07/2024,30
"Candlewood Suites New York City-Times Square, an IHG Hotel",New York,$203,$226,Very,"1,010",No,No,,8.08,No,No,768 total,14/07/2024,17/07/2024,7,3,07/07/2024,31
New York Marriott Marquis,Theater District,$376,N/A,Wonderful,"2,828",No,No,5,9.29,No,No,"1,444 total",14/07/2024,17/07/2024,7,3,07/07/2024,32
Soho 54,New York,$196,N/A,Good,"1,046",No,Yes,,7.47,Yes,Yes,787 total,14/07/2024,17/07/2024,7,3,07/07/2024,33
YOTEL New York Times Square,New York,$188,$314,Good,"2,303",No,No,,7.47,No,No,794 total,14/07/2024,17/07/2024,7,3,07/07/2024,34
Hotel Riu Plaza New York Times Square,New York,$282,$434,Wonderful,"3,593",Breakfast included,Yes,,9.09,Yes,Yes,"1,081 total",14/07/2024,17/07/2024,7,3,07/07/2024,35
Hilton Garden Inn New York/Times Square Central,Theater District,$231,$257,Very,"1,865",No,No,,8.28,No,No,897 total,14/07/2024,17/07/2024,7,3,07/07/2024,36
Courtyard New York Manhattan/Times Square West,New York,$290,$362,Wonderful,"1,015",No,Yes,,9.09,Yes,Yes,"1,008 total",14/07/2024,17/07/2024,7,3,07/07/2024,37
Sheraton New York Times Square Hotel,Theater District,$257,N/A,Good,"2,270",No,No,5,7.87,No,No,985 total,14/07/2024,17/07/2024,7,3,07/07/2024,38
Hotel Belleclaire,Upper West Side,$236,N/A,Wonderful,"1,716",Breakfast included,Yes,,9.09,Yes,Yes,924 total,14/07/2024,17/07/2024,7,3,07/07/2024,39
M Social Hotel Times Square New York,Theater District,$239,$266,Wonderful,"4,106",No,Yes,,9.09,Yes,Yes,954 total,14/07/2024,17/07/2024,7,3,07/07/2024,40
Paramount Times Square,Theater District,$179,N/A,Good,"2,688",No,No,,7.07,No,No,747 total,14/07/2024,17/07/2024,7,3,07/07/2024,41
